,,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
1271,Cheick Keita,ml MLI,DF,Bologna,it Serie A,21,1996,1.4,31,35,88.6,442,124,16,18,88.9,13,13,100.0,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
1272,Naby Keïta,gn GUI,MF,RB Leipzig,de Bundesliga,22,1995,21.8,994,1250,79.5,15517,4756,563,657,85.7,323,406,79.6,85,133,63.9,5,3.6,+1.4,38,106,35,4,134,Matches
1273,Keko,es ESP,MFFW,Málaga,es La Liga,25,1991,13.4,287,406,70.7,4746,1243,162,203,79.8,93,130,71.5,27,56,48.2,2,1.2,+0.8,15,15,12,9,29,Matches
1274,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,27,1990,13.3,279,376,74.2,5651,2238,97,107,90.7,135,158,85.4,42,101,41.6,0,0.1,-0.1,2,22,1,0,15,Matches
1275,Marc-Oliver Kempf,de GER,DF,Freiburg,de Bundesliga,22,1995,10.0,395,489,80.8,8678,3172,97,111,87.4,228,254,89.8,69,120,57.5,1,0.1,+0.9,3,33,2,0,38,Matches
1276,Kenedy,br BRA,MFDF,Newcastle Utd,eng Premier League,21,1996,11.4,295,408,72.3,4778,1687,172,207,83.1,88,120,73.3,30,58,51.7,2,1.8,+0.2,14,16,13,6,25,Matches
1277,Jonjoe Kenny,eng ENG,DF,Everton,eng Premier League,20,1997,17.7,583,830,70.2,11187,5420,266,305,87.2,210,291,72.2,93,191,48.7,1,1.0,0.0,8,62,12,9,63,Matches
1278,Ryan Kent,eng ENG,FWMF,Freiburg,de Bundesliga,20,1996,2.7,44,67,65.7,753,155,23,34,67.6,14,21,66.7,6,10,60.0,0,0.3,-0.3,1,6,0,0,3,Matches
1279,Christophe Kerbrat,fr FRA,DF,Guingamp,fr Ligue 1,30,1986,36.9,1327,1647,80.6,29847,12655,389,432,90.0,638,718,88.9,286,468,61.1,0,0.1,-0.1,3,123,3,0,116,Matches
1280,Franck Kessié,ci CIV,MF,Milan,it Serie A,20,1996,36.3,1472,1799,81.8,25267,6088,707,819,86.3,614,712,86.2,132,210,62.9,1,4.5,-3.5,44,144,42,11,154,Matches
1281,Billy Ketkeophomphone,la LAO,MFFW,Angers,fr Ligue 1,27,1990,4.9,138,186,74.2,1920,478,84,100,84.0,44,51,86.3,4,20,20.0,0,0.4,-0.4,6,8,5,0,14,Matches
1282,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,0.3,5,8,62.5,47,5,4,4,100.0,1,3,33.3,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1283,Saîf-Eddine Khaoui,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,21.7,465,713,65.2,7579,3216,262,331,79.2,131,202,64.9,56,140,40.0,2,3.0,-1.0,30,45,18,2,62,Matches
1284,Wahbi Khazri,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,21.3,504,695,72.5,9556,2122,240,290,82.8,156,209,74.6,89,150,59.3,2,3.6,-1.6,32,48,15,5,47,Matches
1285,Rani Khedira,de GER,MFDF,Augsburg,de Bundesliga,23,1994,25.3,645,859,75.1,12937,3855,215,278,77.3,327,396,82.6,94,157,59.9,1,0.8,+0.2,9,42,10,3,59,Matches
1286,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,21.2,857,982,87.3,15128,2918,371,415,89.4,393,428,91.8,76,96,79.2,2,0.8,+1.2,15,58,4,0,52,Matches
1287,Stefan Kießling,de GER,FWDF,Leverkusen,de Bundesliga,33,1984,0.9,14,24,58.3,166,32,9,14,64.3,4,8,50.0,0,1,0.0,0,0.4,-0.4,2,0,0,0,0,Matches
1288,Kike,es ESP,FW,Eibar,es La Liga,27,1989,27.3,498,704,70.7,6928,850,298,392,76.0,164,218,75.2,14,41,34.1,1,0.9,+0.1,15,26,5,2,21,Matches
1289,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,25.9,1794,2143,83.7,35095,10845,731,794,92.1,766,890,86.1,281,417,67.4,10,5.8,+4.2,55,116,54,20,156,Matches
1290,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,26.9,1672,1776,94.1,31439,10374,635,665,95.5,815,838,97.3,196,234,83.8,0,0.3,-0.3,4,95,4,1,80,Matches
1291,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,6.0,164,216,75.9,3046,753,70,86,81.4,66,79,83.5,24,44,54.5,0,0.0,0.0,1,18,1,0,12,Matches
1292,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,7.9,303,365,83.0,5912,1340,126,139,90.6,126,146,86.3,48,73,65.8,1,0.2,+0.8,4,31,8,2,29,Matches
1293,Joshua King,no NOR,MFFW,Bournemouth,eng Premier League,25,1992,27.3,522,716,72.9,7927,2030,294,361,81.4,191,261,73.2,24,46,52.2,3,5.0,-2.0,40,38,33,5,68,Matches
1294,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,17.5,662,785,84.3,14157,4779,207,234,88.5,334,370,90.3,115,170,67.6,0,0.0,0.0,1,36,2,0,28,Matches
1295,Davy Klaassen,nl NED,MFFW,Everton,eng Premier League,24,1993,2.8,84,106,79.2,1446,399,38,45,84.4,38,47,80.9,5,6,83.3,0,0.1,-0.1,2,7,2,0,11,Matches
1296,Felix Klaus,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,22.0,487,686,71.0,7939,2953,252,309,81.6,163,213,76.5,55,115,47.8,2,2.0,0.0,30,25,18,9,44,Matches
1297,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,16.1,1094,1195,91.5,23112,6758,303,324,93.5,624,656,95.1,161,201,80.1,0,0.1,-0.1,4,60,6,0,51,Matches
1298,Tim Kleindienst,de GER,FW,Freiburg,de Bundesliga,21,1995,12.6,206,353,58.4,2990,742,118,178,66.3,68,114,59.6,10,30,33.3,3,2.0,+1.0,8,19,6,2,18,Matches
1299,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,24.3,941,1216,77.4,15570,5603,458,544,84.2,389,491,79.2,76,128,59.4,0,1.1,-1.1,15,49,16,8,87,Matches
1300,Lukas Klünter,de GER,DFFW,Köln,de Bundesliga,21,1996,14.8,361,548,65.9,6913,2748,160,204,78.4,155,216,71.8,45,101,44.6,0,1.6,-1.6,15,26,11,7,36,Matches
1301,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,23.4,1189,1380,86.2,27651,8688,238,271,87.8,690,763,90.4,253,331,76.4,2,0.3,+1.7,2,82,3,0,78,Matches
1302,Anthony Knockaert,fr FRA,MFFW,Brighton,eng Premier League,25,1991,26.9,839,1085,77.3,14069,3489,451,524,86.1,276,343,80.5,87,163,53.4,1,2.4,-1.4,33,40,25,5,77,Matches
1303,Törles Knöll,de GER,MF,Hamburger SV,de Bundesliga,19,1997,0.2,1,3,33.3,10,0,1,3,33.3,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1304,Robin Koch,de GER,MFDF,Freiburg,de Bundesliga,21,1996,21.3,770,960,80.2,16368,4631,221,278,79.5,395,439,90.0,140,213,65.7,1,1.0,0.0,5,45,1,0,53,Matches
1305,Kenan Kodro,ba BIH,FW,Mainz 05,de Bundesliga,23,1993,2.6,46,64,71.9,850,51,25,31,80.6,11,18,61.1,9,12,75.0,0,0.1,-0.1,3,1,1,1,1,Matches
1306,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4.0,60,93,64.5,1840,1222,8,8,100.0,30,30,100.0,22,55,40.0,0,0.0,0.0,0,2,0,0,0,Matches
1307,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,18.5,769,940,81.8,13717,3592,354,408,86.8,316,360,87.8,85,134,63.4,1,1.5,-0.5,15,85,16,1,88,Matches
1308,Seybou Koita,ne NIG,FWMF,Amiens,fr Ligue 1,23,1994,2.4,39,57,68.4,561,123,24,29,82.8,9,11,81.8,3,11,27.3,0,0.0,0.0,2,0,2,0,5,Matches
1309,Koke,es ESP,MFFW,Atlético Madrid,es La Liga,25,1992,30.6,1665,2080,80.0,29661,9632,809,898,90.1,613,711,86.2,207,399,51.9,4,7.4,-3.4,53,186,37,3,181,Matches
1310,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,34.0,1967,2578,76.3,36732,13949,823,945,87.1,878,1045,84.0,245,519,47.2,6,8.6,-2.6,81,131,72,40,215,Matches
1311,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24,1993,23.9,1217,1508,80.7,19566,7043,614,710,86.5,488,584,83.6,78,138,56.5,4,3.4,+0.6,19,75,22,9,110,Matches
1312,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,15.5,1313,1401,93.7,27588,8536,379,394,96.2,713,747,95.4,209,244,85.7,1,0.7,+0.3,4,88,2,0,59,Matches
1313,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,13.6,528,651,81.1,10905,4488,182,203,89.7,256,294,87.1,87,149,58.4,0,0.5,-0.5,3,42,2,0,44,Matches
1314,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,27.5,345,513,67.3,4979,774,188,242,77.7,115,169,68.0,18,42,42.9,1,1.6,-0.6,18,15,19,3,27,Matches
1315,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,29.0,1348,1556,86.6,27391,6592,499,563,88.6,619,688,90.0,216,278,77.7,4,2.4,+1.6,18,151,14,0,149,Matches
1316,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,27.4,873,1035,84.3,20364,6979,193,225,85.8,459,494,92.9,212,297,71.4,0,0.0,0.0,2,43,4,1,48,Matches
1317,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,11.7,275,393,70.0,4905,2514,113,137,82.5,116,156,74.4,35,76,46.1,0,0.2,-0.2,3,29,4,2,34,Matches
1318,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,2.9,117,162,72.2,2044,663,45,51,88.2,58,76,76.3,11,26,42.3,0,0.3,-0.3,1,11,2,2,4,Matches
1319,Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,17.4,332,500,66.4,5643,1360,178,222,80.2,121,168,72.0,30,86,34.9,4,4.4,-0.4,32,16,20,10,27,Matches
1320,Julian Korb,de GER,DF,Hannover 96,de Bundesliga,25,1992,26.0,812,1202,67.6,15370,8922,292,371,78.7,414,574,72.1,94,208,45.2,1,2.1,-1.1,23,70,23,10,110,Matches
1321,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,24.7,1538,1711,89.9,34778,11328,421,456,92.3,763,820,93.0,346,416,83.2,0,0.5,-0.5,6,131,4,1,113,Matches
1322,Filip Kostić,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,27.1,459,777,59.1,7886,2818,226,324,69.8,170,261,65.1,48,128,37.5,1,3.0,-2.0,24,25,31,16,70,Matches
1323,Christian Kouakou,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,9.4,99,147,67.3,1412,422,54,74,73.0,35,49,71.4,4,14,28.6,1,0.4,+0.6,6,6,7,4,11,Matches
1324,Rominigue Kouamé,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,2.2,118,139,84.9,2100,524,49,57,86.0,53,60,88.3,15,19,78.9,1,0.3,+0.7,6,8,2,1,9,Matches
1325,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34.0,413,740,55.8,15736,10637,41,42,97.6,161,166,97.0,209,530,39.4,0,0.1,-0.1,1,22,0,0,0,Matches
1326,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,34.1,2676,2932,91.3,49659,19423,1131,1183,95.6,1198,1275,94.0,326,434,75.1,1,0.3,+0.7,8,156,1,0,178,Matches
1327,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,17.7,703,849,82.8,15226,6139,198,219,90.4,371,405,91.6,129,207,62.3,0,0.1,-0.1,3,67,5,1,82,Matches
1328,Cheikhou Kouyaté,sn SEN,MF,West Ham,eng Premier League,27,1989,31.1,742,963,77.1,11093,2777,439,521,84.3,226,292,77.4,51,93,54.8,3,0.6,+2.4,14,48,2,2,55,Matches
1329,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,11.0,717,776,92.4,13306,3286,275,297,92.6,357,379,94.2,75,86,87.2,1,1.0,0.0,12,65,9,0,65,Matches
1330,Maksym Koval,ua UKR,GKMF,La Coruña,es La Liga,24,1992,1.3,21,34,61.8,781,505,4,4,100.0,8,10,80.0,9,20,45.0,0,0.0,0.0,0,0,0,0,0,Matches
1331,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,9.1,200,272,73.5,2801,407,122,142,85.9,66,86,76.7,7,19,36.8,2,1.0,+1.0,6,6,7,1,16,Matches
1332,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,9.0,546,581,94.0,10143,2156,213,223,95.5,244,258,94.6,73,78,93.6,0,0.7,-0.7,7,45,2,0,38,Matches
1333,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,8.8,474,524,90.5,8895,1715,190,210,90.5,214,229,93.4,64,72,88.9,0,0.6,-0.6,6,35,8,0,38,Matches
1334,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3.0,79,136,58.1,2755,1964,6,6,100.0,33,34,97.1,39,95,41.1,0,0.0,0.0,0,0,0,0,0,Matches
1335,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,10.5,420,531,79.1,6803,2672,201,232,86.6,188,233,80.7,22,48,45.8,0,0.1,-0.1,3,19,2,2,33,Matches
1336,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,1.1,22,39,56.4,413,189,11,15,73.3,9,13,69.2,2,8,25.0,0,0.2,-0.2,2,2,1,0,3,Matches
1337,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,24.8,668,922,72.5,11962,3536,320,381,84.0,244,307,79.5,86,197,43.7,6,6.0,0.0,51,68,37,13,69,Matches
1338,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,23.9,1310,1498,87.4,23203,5876,576,634,90.9,586,643,91.1,130,182,71.4,0,0.6,-0.6,11,132,12,2,108,Matches
1339,Ladislav Krejčí,cz CZE,FWDF,Bologna,it Serie A,25,1992,4.4,119,159,74.8,1743,365,72,87,82.8,39,57,68.4,6,9,66.7,0,0.1,-0.1,3,6,4,1,7,Matches
1340,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,14.6,427,511,83.6,7528,2259,194,215,90.2,175,212,82.5,49,68,72.1,0,0.1,-0.1,2,39,5,0,40,Matches
1341,Bojan Krkić,es ESP,FW,Stoke City,eng Premier League,26,1990,0.8,23,28,82.1,396,78,12,14,85.7,8,10,80.0,3,3,100.0,0,0.0,0.0,1,1,0,0,3,Matches
1342,Bojan Krkić,es ESP,FWMF,Alavés,es La Liga,26,1990,4.9,109,138,79.0,1872,392,52,59,88.1,40,51,78.4,13,21,61.9,0,0.2,-0.2,3,9,1,0,5,Matches
1343,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,8.1,297,360,82.5,5158,1359,146,164,89.0,112,129,86.8,35,55,63.6,0,0.1,-0.1,1,27,6,1,27,Matches
1344,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,6.0,302,376,80.3,5304,1281,139,159,87.4,130,143,90.9,28,62,45.2,1,0.6,+0.4,4,27,9,1,27,Matches
1345,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,25.1,1925,2165,88.9,38735,12064,779,824,94.5,792,856,92.5,336,454,74.0,7,4.7,+2.3,59,282,38,7,225,Matches
1346,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,27.3,1015,1347,75.4,20248,3797,417,510,81.8,387,480,80.6,197,308,64.0,6,5.2,+0.8,57,54,43,15,87,Matches
1347,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,18.2,644,821,78.4,12320,3241,264,307,86.0,269,322,83.5,97,156,62.2,2,2.1,-0.1,16,67,8,2,64,Matches
1348,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,24,1992,12.8,378,515,73.4,7619,2999,121,146,82.9,204,254,80.3,53,107,49.5,0,0.3,-0.3,4,25,8,2,38,Matches
1349,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,28,1989,16.0,492,658,74.8,8417,1866,239,299,79.9,187,238,78.6,50,85,58.8,0,0.8,-0.8,12,39,9,0,54,Matches
1350,Jasmin Kurtić,si SVN,MFFW,Atalanta,it Serie A,28,1989,7.4,248,322,77.0,4048,916,132,159,83.0,84,113,74.3,24,33,72.7,0,0.6,-0.6,6,18,5,0,21,Matches
1351,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,18.9,897,1072,83.7,12597,3899,529,589,89.8,314,373,84.2,23,57,40.4,1,1.3,-0.3,10,50,7,2,58,Matches
1352,Filip Kusić,rs SRB,DF,Köln,de Bundesliga,21,1996,0.2,1,1,100.0,22,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1353,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,5.3,296,340,87.1,5823,1665,102,114,89.5,149,165,90.3,40,53,75.5,1,0.4,+0.6,6,34,5,1,37,Matches
1354,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,3.1,44,64,68.8,702,154,24,33,72.7,14,20,70.0,5,8,62.5,0,0.1,-0.1,1,5,1,1,4,Matches
1355,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1.0,23,39,59.0,437,250,10,12,83.3,10,16,62.5,3,9,33.3,0,0.0,0.0,0,3,0,0,3,Matches
1356,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17.0,824,1045,78.9,15754,5707,321,368,87.2,394,478,82.4,101,181,55.8,1,2.1,-1.1,17,53,27,20,60,Matches
1357,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,23.7,509,714,71.3,7711,1826,286,342,83.6,172,239,72.0,30,70,42.9,0,0.9,-0.9,14,25,19,6,57,Matches
1358,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,0.3,3,3,100.0,33,7,3,3,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
1359,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,10.6,161,246,65.4,2295,257,99,134,73.9,52,78,66.7,6,14,42.9,0,0.6,-0.6,9,7,5,2,7,Matches
1360,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,24.5,548,714,76.8,7454,1364,346,416,83.2,142,192,74.0,23,43,53.5,4,4.1,-0.1,33,17,36,6,45,Matches
1361,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,11.7,406,483,84.1,8206,1910,173,209,82.8,157,170,92.4,71,88,80.7,0,0.2,-0.2,4,36,2,1,39,Matches
1362,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,0.7,19,24,79.2,314,134,11,12,91.7,6,6,100.0,2,4,50.0,0,0.0,0.0,0,4,0,0,2,Matches
1363,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,8.6,294,349,84.2,6852,2372,74,84,88.1,142,161,88.2,75,97,77.3,0,0.0,0.0,0,17,1,0,20,Matches
1364,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,0.2,6,10,60.0,57,7,3,6,50.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
1365,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38.0,602,999,60.3,23343,17472,46,50,92.0,229,234,97.9,326,709,46.0,0,0.0,0.0,1,42,3,0,1,Matches
1366,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17.0,388,578,67.1,9615,4624,84,104,80.8,195,234,83.3,107,231,46.3,0,0.2,-0.2,3,41,6,0,41,Matches
1367,Konrad Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,14.9,604,768,78.6,9868,4106,306,356,86.0,233,297,78.5,47,81,58.0,2,1.6,+0.4,11,54,13,4,86,Matches
1368,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,30.3,1276,1703,74.9,29550,11687,407,458,88.9,509,620,82.1,346,564,61.3,4,2.3,+1.7,27,117,39,17,164,Matches
1369,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,3.4,192,223,86.1,2605,801,123,134,91.8,56,62,90.3,4,11,36.4,0,0.4,-0.4,7,21,9,1,27,Matches
1370,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1.0,15,25,60.0,643,487,1,1,100.0,4,4,100.0,10,20,50.0,0,0.0,0.0,0,1,0,0,0,Matches
1371,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,9.4,374,470,79.6,6001,1155,193,228,84.6,137,162,84.6,32,54,59.3,2,1.6,+0.4,15,24,14,0,30,Matches
1372,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,2.6,100,117,85.5,2377,613,21,26,80.8,54,56,96.4,24,32,75.0,0,0.0,0.0,0,6,0,0,7,Matches
1373,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,10.6,466,537,86.8,10189,3480,115,134,85.8,265,281,94.3,83,116,71.6,0,0.0,0.0,0,21,1,0,26,Matches
1374,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,4.6,189,217,87.1,4120,1169,53,57,93.0,99,112,88.4,37,47,78.7,0,0.0,0.0,0,8,0,0,11,Matches
1375,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,22.7,1062,1284,82.7,16814,4589,594,656,90.5,349,400,87.3,88,176,50.0,6,3.9,+2.1,40,92,38,3,121,Matches
1376,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,16.6,168,259,64.9,2331,415,99,145,68.3,63,82,76.8,3,16,18.8,1,1.7,-0.7,15,6,3,0,16,Matches
1377,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19.0,834,1001,83.3,20769,7404,183,205,89.3,419,471,89.0,226,315,71.7,1,0.5,+0.5,7,85,7,2,74,Matches
1378,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9.0,766,827,92.6,14851,5249,313,331,94.6,340,358,95.0,102,120,85.0,0,0.1,-0.1,2,52,4,1,61,Matches
1379,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,30.8,1083,1370,79.1,25244,8880,247,289,85.5,584,666,87.7,248,402,61.7,0,0.0,0.0,1,56,3,0,65,Matches
1380,Kevin Lasagna,it ITA,FWMF,Udinese,it Serie A,24,1992,23.7,277,448,61.8,3991,849,166,235,70.6,91,142,64.1,14,45,31.1,2,1.2,+0.8,14,14,8,3,30,Matches
1381,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,32.5,892,1115,80.0,18501,6870,304,340,89.4,410,474,86.5,166,275,60.4,0,0.6,-0.6,6,59,4,0,74,Matches
1382,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,34.0,1412,1769,79.8,28667,7703,531,616,86.2,588,704,83.5,260,383,67.9,2,2.6,-0.6,34,183,31,9,179,Matches
1383,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,0.6,27,36,75.0,528,78,14,19,73.7,6,7,85.7,7,8,87.5,0,0.2,-0.2,1,3,1,0,4,Matches
1384,Toni Lato,es ESP,DF,Valencia,es La Liga,19,1997,8.9,316,403,78.4,6170,2446,104,132,78.8,171,196,87.2,38,68,55.9,1,0.8,+0.2,5,26,3,1,33,Matches
1385,Danny Latza,de GER,MF,Mainz 05,de Bundesliga,27,1989,26.1,969,1251,77.5,19725,4727,334,420,79.5,461,558,82.6,164,244,67.2,1,2.6,-1.6,34,91,18,3,109,Matches
1386,Vincent Laurini,fr FRA,DF,Fiorentina,it Serie A,28,1989,17.9,856,1095,78.2,16545,7517,325,380,85.5,416,483,86.1,110,213,51.6,1,1.2,-0.2,17,79,26,16,85,Matches
1387,Wesley Lautoa,nc NCL,DFMF,Dijon,fr Ligue 1,29,1987,6.9,246,299,82.3,5334,1510,77,92,83.7,116,128,90.6,52,69,75.4,0,0.0,0.0,0,14,1,0,16,Matches
1388,Diego Laxalt,uy URU,DFMF,Genoa,it Serie A,24,1993,31.2,934,1316,71.0,15073,6472,486,568,85.6,347,479,72.4,76,191,39.8,3,2.1,+0.9,24,43,32,20,89,Matches
1389,Miguel Layún,mx MEX,DF,Sevilla,es La Liga,29,1988,13.2,483,651,74.2,9294,3718,204,240,85.0,209,274,76.3,65,120,54.2,0,1.8,-1.8,11,36,14,6,47,Matches
1390,Achraf Lazaar,ma MAR,MFDF,Benevento,it Serie A,25,1992,5.3,120,173,69.4,1911,474,67,78,85.9,40,55,72.7,12,33,36.4,0,0.4,-0.4,3,5,5,4,3,Matches
1391,Valentino Lazaro,at AUT,MFFW,Hertha BSC,de Bundesliga,21,1996,20.7,473,685,69.1,7489,2500,257,314,81.8,155,202,76.7,44,122,36.1,5,3.4,+1.6,27,31,20,8,47,Matches
1392,Darko Lazović,rs SRB,MFDF,Genoa,it Serie A,26,1990,13.8,463,665,69.6,8041,2855,226,278,81.3,184,242,76.0,46,120,38.3,1,2.2,-1.2,15,20,19,9,49,Matches
1393,Manuel Lazzari,it ITA,DFMF,SPAL,it Serie A,23,1993,34.6,1189,1537,77.4,19490,6137,629,714,88.1,459,573,80.1,93,187,49.7,1,2.0,-1.0,29,60,36,24,97,Matches
1394,Mickaël Le Bihan,fr FRA,FWMF,Nice,fr Ligue 1,27,1990,1.2,41,48,85.4,685,112,19,22,86.4,17,18,94.4,3,5,60.0,0,0.3,-0.3,3,5,1,0,4,Matches
1395,Maxime Le Marchand,fr FRA,DF,Nice,fr Ligue 1,27,1989,28.2,1666,1912,87.1,31254,11436,656,708,92.7,793,855,92.7,192,299,64.2,3,0.9,+2.1,11,109,14,6,133,Matches
1396,James Lea Siliki,cm CMR,MF,Rennes,fr Ligue 1,21,1996,20.2,530,730,72.6,10995,2602,196,246,79.7,205,251,81.7,114,196,58.2,2,2.4,-0.4,20,62,12,7,55,Matches
1397,Mathew Leckie,au AUS,FWMF,Hertha BSC,de Bundesliga,26,1991,20.6,563,783,71.9,9371,2550,301,391,77.0,194,265,73.2,57,86,66.3,1,1.5,-0.5,17,38,20,8,61,Matches
1398,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,26,1991,38.0,609,922,66.1,20946,14032,82,84,97.6,212,217,97.7,312,618,50.5,0,0.1,-0.1,2,14,0,0,1,Matches
1399,Pierre Lees-Melou,fr FRA,MFFW,Nice,fr Ligue 1,24,1993,32.1,1306,1629,80.2,23069,5709,636,721,88.2,454,539,84.2,174,288,60.4,6,5.1,+0.9,55,111,25,3,112,Matches
