,,,,,,,,,Tackles,Tackles,Tackles,Tackles,Tackles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Vs Dribbles,Pressures,Pressures,Pressures,Pressures,Pressures,Pressures,Blocks,Blocks,Blocks,Blocks,,,,,
1473,Anthony Lozano,hn HON,FWMF,Girona,es La Liga,24,1993,5.2,6,3,2,3,1,1,9,11.1,8,100,22,22.0,26,47,27,4,1,0,3,1,7,0,0,Matches
1474,Fabio Lucioni,it ITA,DF,Benevento,it Serie A,29,1987,8.0,12,8,5,7,0,3,5,60.0,2,71,34,47.9,40,27,4,17,12,0,5,7,19,47,0,Matches
1475,José Luis Gayà,es ESP,DF,Valencia,es La Liga,22,1995,32.4,77,40,55,18,4,29,54,53.7,25,384,100,26.0,209,132,43,69,13,0,56,45,122,66,1,Matches
1476,José Luis Morales,es ESP,MFFW,Levante,es La Liga,30,1987,34.0,26,17,8,13,5,12,64,18.8,52,658,143,21.7,159,303,196,44,2,0,42,29,55,11,0,Matches
1477,José Luis Palomino,ar ARG,DF,Atalanta,it Serie A,27,1990,22.0,67,41,44,20,3,20,44,45.5,24,373,129,34.6,213,150,10,50,18,0,32,21,88,120,0,Matches
1478,Filipe Luís,br BRA,DF,Atlético Madrid,es La Liga,31,1985,18.4,60,42,32,23,5,21,42,50.0,21,266,103,38.7,131,102,33,50,7,1,43,27,87,24,4,Matches
1479,Luisinho,pt POR,DF,La Coruña,es La Liga,32,1985,29.1,96,49,59,34,3,39,80,48.8,41,411,108,26.3,241,137,33,60,4,0,56,39,135,68,0,Matches
1480,David Luiz,br BRA,DFMF,Chelsea,eng Premier League,30,1987,9.3,20,11,15,4,1,8,18,44.4,10,94,35,37.2,60,34,0,15,7,0,8,25,45,34,0,Matches
1481,Douglas Luiz,br BRA,MFFW,Girona,es La Liga,19,1998,3.4,12,8,4,6,2,4,11,36.4,7,120,33,27.5,30,68,22,2,0,0,2,2,14,0,0,Matches
1482,Everton Luiz,br BRA,MF,SPAL,it Serie A,29,1988,7.1,24,16,13,11,0,7,29,24.1,22,205,47,22.9,68,122,15,13,2,0,11,6,30,7,0,Matches
1483,Jordan Lukaku,be BEL,DFMF,Lazio,it Serie A,23,1994,15.1,26,19,14,11,1,3,12,25.0,9,223,82,36.8,75,81,67,19,2,0,17,11,37,14,0,Matches
1484,Romelu Lukaku,be BEL,FW,Manchester Utd,eng Premier League,24,1993,31.9,9,5,1,5,3,1,13,7.7,12,319,87,27.3,7,136,176,18,1,0,17,6,15,21,2,Matches
1485,Lars Lukas Mai,de GER,DF,Bayern Munich,de Bundesliga,17,2000,2.0,5,2,5,0,0,1,2,50.0,1,24,8,33.3,13,11,0,3,2,0,1,3,8,2,0,Matches
1486,Dodi Lukebakio,be BEL,MFFW,Watford,eng Premier League,19,1997,0.2,1,1,1,0,0,0,0,,0,3,1,33.3,1,1,1,0,0,0,0,0,1,0,0,Matches
1487,Saša Lukić,rs SRB,MF,Levante,es La Liga,20,1996,11.0,16,12,6,6,4,4,16,25.0,12,245,62,25.3,113,111,21,18,4,0,14,13,29,15,0,Matches
1488,Senad Lulić,ba BIH,DFMF,Lazio,it Serie A,31,1986,27.0,54,36,25,20,9,19,96,19.8,77,543,167,30.8,189,233,121,46,4,0,42,28,82,30,1,Matches
1489,Levi Lumeka,eng ENG,FW,Crystal Palace,eng Premier League,18,1998,0.3,1,1,1,0,0,0,0,,0,4,2,50.0,1,3,0,0,0,0,0,1,2,0,0,Matches
1490,Antonio Luna,es ESP,DF,Levante,es La Liga,26,1991,22.5,36,28,24,9,3,18,36,50.0,18,260,82,31.5,159,75,26,57,10,1,47,27,63,47,0,Matches
1491,Arnaud Lusamba,fr FRA,MF,Nice,fr Ligue 1,20,1997,1.8,11,7,3,5,3,3,6,50.0,3,67,15,22.4,23,26,18,5,0,0,5,2,13,0,0,Matches
1492,Fabian Lustenberger,ch SUI,MFDF,Hertha BSC,de Bundesliga,29,1988,17.6,47,25,25,20,2,13,26,50.0,13,300,94,31.3,129,147,24,40,11,1,29,23,70,94,2,Matches
1493,Andreas Luthe,de GER,GK,Augsburg,de Bundesliga,30,1987,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1494,Lyanco,br BRA,DF,Torino,it Serie A,20,1997,3.5,12,9,8,4,0,3,8,37.5,5,45,14,31.1,35,10,0,4,3,1,1,4,16,13,1,Matches
1495,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,23,1993,7.6,22,4,13,7,2,6,13,46.2,7,121,26,21.5,63,46,12,18,4,1,14,7,29,37,0,Matches
1496,Cheikh M'Bengue,sn SEN,DF,Saint-Étienne,fr Ligue 1,29,1988,5.4,7,3,6,1,0,3,4,75.0,1,62,19,30.6,43,16,3,16,5,0,11,10,17,15,3,Matches
1497,Raïs M'Bolhi,dz ALG,GK,Rennes,fr Ligue 1,31,1986,1.0,0,0,0,0,0,0,1,0.0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1498,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,27,1990,16.4,20,12,13,6,1,6,24,25.0,18,179,50,27.9,85,82,12,23,1,0,22,28,48,39,1,Matches
1499,Zinédine Machach,fr FRA,FWMF,Toulouse,fr Ligue 1,21,1996,2.1,7,4,4,2,1,2,3,66.7,1,36,7,19.4,12,11,13,3,0,0,3,2,9,2,0,Matches
1500,Pablo Maffeo,es ESP,MFDF,Girona,es La Liga,20,1997,29.4,67,42,35,26,6,17,44,38.6,27,529,149,28.2,198,228,103,66,7,1,59,43,110,26,0,Matches
1501,Christian Maggio,it ITA,DF,Napoli,it Serie A,35,1982,7.1,21,13,9,8,4,9,26,34.6,17,110,35,31.8,39,46,25,14,3,0,11,10,31,19,0,Matches
1502,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,32,1984,27.7,57,36,29,19,9,17,76,22.4,59,570,167,29.3,234,273,63,55,10,0,45,32,89,62,1,Matches
1503,Harry Maguire,eng ENG,DF,Leicester City,eng Premier League,24,1993,38.0,74,49,53,20,1,21,43,48.8,22,281,110,39.1,190,78,13,50,30,0,20,73,147,259,1,Matches
1504,Hicham Mahou,fr FRA,FWMF,Nice,fr Ligue 1,18,1999,0.6,1,1,1,0,0,0,1,0.0,1,17,7,41.2,5,6,6,0,0,0,0,3,4,0,0,Matches
1505,Riyad Mahrez,dz ALG,MFFW,Leicester City,eng Premier League,26,1991,32.8,41,26,16,18,7,13,64,20.3,51,512,125,24.4,146,252,114,31,1,0,30,32,73,15,0,Matches
1506,Thiago Maia,br BRA,MFDF,Lille,fr Ligue 1,20,1997,27.4,47,32,26,18,3,9,52,17.3,43,370,105,28.4,141,195,34,60,10,2,50,67,114,23,1,Matches
1507,Arne Maier,de GER,MF,Hertha BSC,de Bundesliga,18,1999,13.6,29,18,15,14,0,11,27,40.7,16,469,129,27.5,159,264,46,30,5,0,25,13,42,28,0,Matches
1508,Sebastian Maier,de GER,MF,Hannover 96,de Bundesliga,23,1993,2.9,7,5,4,3,0,2,10,20.0,8,88,25,28.4,26,47,15,9,1,0,8,4,11,4,0,Matches
1509,Domenico Maietta,it ITA,DF,Bologna,it Serie A,34,1982,5.2,4,3,3,1,0,1,6,16.7,5,49,23,46.9,30,17,2,8,5,1,3,3,7,14,0,Matches
1510,Habib Maïga,ci CIV,MFDF,Saint-Étienne,fr Ligue 1,21,1996,7.9,25,17,17,7,1,14,35,40.0,21,180,45,25.0,80,84,16,21,8,0,13,19,44,2,0,Matches
1511,Mike Maignan,fr FRA,GK,Lille,fr Ligue 1,22,1995,33.7,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,1,3,Matches
1512,Linton Maina,de GER,MF,Hannover 96,de Bundesliga,18,1999,0.1,1,0,0,0,1,0,1,0.0,1,10,2,20.0,2,5,3,1,0,0,1,0,1,0,0,Matches
1513,Ainsley Maitland-Niles,eng ENG,DFMF,Arsenal,eng Premier League,19,1997,10.2,38,21,20,12,6,22,41,53.7,19,214,68,31.8,108,82,24,27,2,0,25,21,59,22,0,Matches
1514,Jean-Victor Makengo,fr FRA,FWMF,Nice,fr Ligue 1,19,1998,2.7,3,1,2,1,0,1,4,25.0,3,45,10,22.2,14,26,5,2,0,0,2,2,5,2,0,Matches
1515,Nemanja Maksimović,rs SRB,MFFW,Valencia,es La Liga,22,1995,6.2,16,11,6,8,2,4,11,36.4,7,187,45,24.1,72,86,29,14,4,0,10,14,30,9,0,Matches
1516,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,25,1991,1.1,1,1,0,1,0,1,1,100.0,0,6,2,33.3,1,5,0,4,0,0,4,1,2,2,0,Matches
1517,Malcom,br BRA,FWMF,Bordeaux,fr Ligue 1,20,1997,31.7,13,9,2,7,4,0,15,0.0,15,298,81,27.2,60,141,97,23,0,0,23,20,33,2,0,Matches
1518,Kévin Malcuit,ma MAR,DF,Lille,fr Ligue 1,26,1991,20.2,45,23,28,12,5,9,18,50.0,9,247,80,32.4,136,84,27,28,5,0,23,43,88,21,0,Matches
1519,Yunus Mallı,tr TUR,FWMF,Wolfsburg,de Bundesliga,25,1992,24.9,22,14,6,11,5,6,29,20.7,23,369,90,24.4,74,187,108,20,0,0,20,11,33,14,0,Matches
1520,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,26,1991,33.3,83,43,57,22,4,31,55,56.4,24,431,131,30.4,236,150,45,58,15,0,43,44,127,77,0,Matches
1521,Scott Malone,eng ENG,DF,Huddersfield,eng Premier League,26,1991,12.4,43,26,28,12,3,16,24,66.7,8,217,74,34.1,99,86,32,27,3,0,24,29,72,53,2,Matches
1522,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,28,1989,33.0,71,36,46,21,4,31,76,40.8,45,397,115,29.0,228,122,47,60,1,0,59,37,108,47,0,Matches
1523,Gianluca Mancini,it ITA,DF,Atalanta,it Serie A,21,1996,7.6,17,9,10,6,1,6,12,50.0,6,139,45,32.4,62,68,9,12,2,0,10,10,27,22,0,Matches
1524,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,32,1985,30.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,3,1,Matches
1525,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,25,1991,33.6,49,27,28,19,2,10,30,33.3,20,213,59,27.7,113,83,17,57,25,2,32,59,108,106,1,Matches
1526,Georges Mandjeck,cm CMR,MFDF,Metz,fr Ligue 1,28,1988,10.8,24,13,9,14,1,5,10,50.0,5,140,38,27.1,45,77,18,9,3,0,6,15,39,12,0,Matches
1527,Rolando Mandragora,it ITA,MF,Crotone,it Serie A,20,1997,36.0,88,52,35,44,9,23,82,28.0,59,613,164,26.8,214,331,68,63,14,0,49,52,140,63,0,Matches
1528,Mario Mandžukić,hr CRO,FW,Juventus,it Serie A,31,1986,25.8,42,25,13,14,15,8,35,22.9,27,346,103,29.8,67,152,127,28,4,0,24,16,58,36,0,Matches
1529,Sadio Mané,sn SEN,FWMF,Liverpool,eng Premier League,25,1992,24.3,33,25,9,15,9,9,27,33.3,18,334,111,33.2,65,136,133,14,1,0,13,19,52,6,0,Matches
1530,Eliaquim Mangala,fr FRA,DF,Manchester City,eng Premier League,26,1991,5.4,7,5,6,1,0,3,5,60.0,2,31,12,38.7,18,12,1,6,3,0,3,3,10,35,0,Matches
1531,Eliaquim Mangala,fr FRA,DF,Everton,eng Premier League,26,1991,1.5,1,1,0,1,0,0,0,,0,7,4,57.1,2,4,1,1,1,0,0,3,4,9,0,Matches
1532,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,19,1998,8.7,24,15,8,12,4,4,13,30.8,9,175,55,31.4,65,92,18,10,2,0,8,10,34,14,0,Matches
1533,Kader Mangane,sn SEN,DF,Strasbourg,fr Ligue 1,34,1983,19.1,40,23,32,8,0,9,25,36.0,16,98,44,44.9,67,24,7,37,16,1,21,23,63,74,2,Matches
1534,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,30,1987,33.6,70,51,34,30,6,19,98,19.4,79,718,172,24.0,174,409,135,55,4,0,51,41,111,40,2,Matches
1535,Kostas Manolas,gr GRE,DF,Roma,it Serie A,26,1991,26.0,33,21,19,12,2,9,22,40.9,13,151,54,35.8,91,55,5,39,22,0,17,32,65,110,0,Matches
1536,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,23,1994,19.5,35,18,26,5,4,10,28,35.7,18,320,79,24.7,158,123,39,41,5,0,36,20,55,76,1,Matches
1537,Martín Mantovani,ar ARG,DF,Leganés,es La Liga,33,1984,11.4,12,6,8,4,0,3,8,37.5,5,69,25,36.2,54,11,4,17,8,0,9,16,28,60,0,Matches
1538,José Manuel Jurado,es ESP,MFFW,Espanyol,es La Liga,31,1986,16.7,14,9,8,4,2,6,19,31.6,13,298,72,24.2,72,157,69,22,1,0,21,12,26,2,0,Matches
1539,Harrison Manzala,cd COD,FWMF,Amiens,fr Ligue 1,23,1994,20.7,31,15,21,3,7,11,28,39.3,17,288,78,27.1,102,127,59,35,5,0,30,19,50,8,1,Matches
1540,Myziane Maolida,fr FRA,FWMF,Lyon,fr Ligue 1,18,1999,3.7,6,2,4,2,0,0,2,0.0,2,70,15,21.4,17,31,22,3,0,0,3,1,7,0,0,Matches
1541,Faitout Maouassa,fr FRA,MFFW,Rennes,fr Ligue 1,19,1998,9.9,5,4,4,1,0,1,7,14.3,6,133,36,27.1,35,64,34,11,1,0,10,6,11,4,0,Matches
1542,Fernando Marçal,br BRA,DF,Lyon,fr Ligue 1,28,1989,14.4,30,16,21,6,3,7,27,25.9,20,162,43,26.5,105,41,16,34,6,0,28,26,56,34,0,Matches
1543,Vincent Marcel,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,0.5,0,0,0,0,0,0,0,,0,4,2,50.0,1,3,0,1,0,0,1,0,0,0,0,Matches
1544,Marcelo,br BRA,DF,Lyon,fr Ligue 1,30,1987,34.5,30,17,18,9,3,6,18,33.3,12,238,96,40.3,175,60,3,45,20,1,25,47,77,154,4,Matches
1545,Marcelo,br BRA,DF,Real Madrid,es La Liga,29,1988,25.1,46,31,17,21,8,16,54,29.6,38,367,112,30.5,156,126,85,45,1,0,44,27,73,10,0,Matches
1546,Solly March,eng ENG,MFFW,Brighton,eng Premier League,23,1994,20.6,56,34,35,14,7,20,56,35.7,36,460,126,27.4,204,170,86,55,4,0,51,20,76,31,0,Matches
1547,Gabriele Marchegiani,it ITA,GK,SPAL,it Serie A,21,1996,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1548,Claudio Marchisio,it ITA,MF,Juventus,it Serie A,31,1986,9.1,21,15,9,10,2,8,23,34.8,15,132,37,28.0,42,69,21,10,3,0,7,6,27,5,0,Matches
1549,Gian Marco Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1992,29.4,11,7,7,4,0,5,12,41.7,7,97,29,29.9,63,29,5,56,43,1,13,18,29,133,2,Matches
1550,Óscar de Marcos,es ESP,DFMF,Athletic Club,es La Liga,28,1989,18.4,25,16,9,15,1,9,30,30.0,21,276,77,27.9,113,115,48,23,3,0,20,13,38,27,0,Matches
1551,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,22,1995,18.8,29,16,25,2,2,16,31,51.6,15,163,41,25.2,109,49,5,38,17,0,21,24,53,83,1,Matches
1552,Mariano,do DOM,FW,Lyon,fr Ligue 1,23,1993,27.9,8,6,0,2,6,2,19,10.5,17,455,106,23.3,6,195,254,12,0,0,12,4,12,18,0,Matches
1553,Adrian Mariappa,jm JAM,DF,Watford,eng Premier League,30,1986,24.6,52,26,39,12,1,17,41,41.5,24,267,83,31.1,171,85,11,38,16,1,22,46,98,167,2,Matches
1554,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,25,1991,20.9,61,40,24,31,6,13,62,21.0,49,462,107,23.2,131,267,64,39,5,0,34,35,96,20,0,Matches
1555,Adrián Marín,es ESP,DF,Villarreal,es La Liga,20,1997,2.6,4,2,3,1,0,1,4,25.0,3,31,6,19.4,13,15,3,7,0,0,7,3,7,5,0,Matches
1556,João Mário,pt POR,MFFW,West Ham,eng Premier League,24,1993,11.4,12,10,6,3,3,4,16,25.0,12,286,64,22.4,59,147,80,7,0,0,7,12,24,3,0,Matches
1557,João Mário,pt POR,MFFW,Inter,it Serie A,24,1993,6.2,8,5,2,4,2,4,15,26.7,11,139,32,23.0,25,63,51,7,1,0,6,2,10,3,0,Matches
1558,Guillermo Maripán,cl CHI,DF,Alavés,es La Liga,23,1994,17.0,31,17,25,6,0,14,30,46.7,16,150,38,25.3,113,33,4,23,10,0,13,25,56,98,0,Matches
1559,Marlon,br BRA,DF,Nice,fr Ligue 1,21,1995,21.4,30,16,21,9,0,11,16,68.8,5,132,41,31.1,85,43,4,31,14,0,17,14,44,61,0,Matches
1560,Dominic Maroh,si SVN,DF,Köln,de Bundesliga,30,1987,10.2,20,11,17,3,0,8,16,50.0,8,101,31,30.7,74,26,1,20,9,2,11,14,34,71,3,Matches
1561,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,23,1994,25.1,26,14,17,8,1,7,20,35.0,13,162,52,32.1,99,51,12,46,22,0,24,11,37,88,0,Matches
1562,Bruno Martella,it ITA,DF,Crotone,it Serie A,24,1992,29.1,20,10,15,2,3,7,30,23.3,23,246,73,29.7,143,58,45,64,12,1,52,31,51,113,0,Matches
1563,Roger Martí,es ESP,FW,Levante,es La Liga,26,1991,10.7,6,3,2,4,0,2,11,18.2,9,226,44,19.5,20,120,86,11,1,0,10,1,7,4,0,Matches
1564,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,21,1995,17.6,16,10,8,3,5,2,13,15.4,11,177,49,27.7,34,70,73,10,1,0,9,8,24,6,0,Matches
1565,Aarón Martín,es ESP,DF,Espanyol,es La Liga,20,1997,31.3,46,25,32,13,1,21,46,45.7,25,389,104,26.7,211,129,49,60,5,0,55,36,82,40,0,Matches
1566,Jonas Martin,fr FRA,MFFW,Strasbourg,fr Ligue 1,27,1990,33.6,60,42,35,23,2,17,47,36.2,30,555,153,27.6,183,303,69,40,6,0,34,38,98,22,0,Matches
1567,Cuco Martina,cw CUW,DF,Everton,eng Premier League,27,1989,20.3,69,45,39,23,7,26,50,52.0,24,311,114,36.7,168,103,40,39,4,1,35,50,119,114,1,Matches
1568,Carlos Martínez,es ESP,DF,Real Sociedad,es La Liga,31,1986,0.0,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,0,0,0,Matches
1569,Emiliano Martínez,ar ARG,GK,Getafe,es La Liga,24,1992,5.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,1,Matches
1570,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,26,1991,16.0,22,15,17,5,0,6,18,33.3,12,96,30,31.3,50,41,5,19,9,0,10,23,45,53,2,Matches
1571,Iñigo Martínez,es ESP,DF,Real Sociedad,es La Liga,26,1991,11.7,9,6,7,2,0,4,9,44.4,5,73,22,30.1,35,32,6,10,4,0,6,17,26,43,0,Matches
1572,Javi Martínez,es ESP,MFDF,Bayern Munich,de Bundesliga,28,1988,17.9,23,14,8,13,2,4,20,20.0,16,278,87,31.3,80,164,34,22,5,1,17,26,49,60,0,Matches
1573,Pablo Martinez,fr FRA,DF,Strasbourg,fr Ligue 1,28,1989,23.5,44,27,35,8,1,13,46,28.3,33,186,56,30.1,127,48,11,34,12,0,22,39,83,76,3,Matches
1574,Roger Martínez,co COL,FWMF,Villarreal,es La Liga,23,1994,2.6,1,0,0,1,0,0,2,0.0,2,39,10,25.6,3,19,17,1,0,0,1,1,2,1,0,Matches
1575,Bruno Martins Indi,nl NED,DF,Stoke City,eng Premier League,25,1992,13.8,19,10,17,2,0,9,17,52.9,8,124,49,39.5,85,38,1,18,11,0,7,23,42,91,0,Matches
1576,Jonathan Martins Pereira,fr FRA,DF,Guingamp,fr Ligue 1,31,1986,12.6,23,15,17,4,2,5,15,33.3,10,129,40,31.0,73,41,15,18,4,0,14,28,51,27,1,Matches
1577,Christopher Martins,lu LUX,MF,Lyon,fr Ligue 1,20,1997,0.8,3,2,1,2,0,1,3,33.3,2,15,6,40.0,7,8,0,0,0,0,0,1,4,0,0,Matches
1578,Adam Marušić,me MNE,DFMF,Lazio,it Serie A,24,1992,28.0,29,20,21,6,2,13,32,40.6,19,334,96,28.7,113,149,72,41,2,0,39,18,47,18,0,Matches
1579,Omar Mascarell,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1993,8.6,26,18,9,17,0,8,24,33.3,16,159,47,29.6,48,107,4,13,1,0,12,14,40,12,0,Matches
1580,Javier Mascherano,ar ARG,DF,Barcelona,es La Liga,33,1984,6.0,16,11,9,7,0,6,8,75.0,2,63,24,38.1,33,29,1,14,8,0,6,13,29,19,0,Matches
1581,Andrea Masiello,it ITA,DF,Atalanta,it Serie A,31,1986,30.1,69,36,39,25,5,23,55,41.8,32,274,95,34.7,149,107,18,54,9,0,45,40,109,154,0,Matches
1582,Adam Masina,ma MAR,DF,Bologna,it Serie A,23,1994,31.4,100,61,51,38,11,44,101,43.6,57,547,155,28.3,277,199,71,67,9,0,58,30,130,101,0,Matches
1583,Eden Massouema,cg CGO,MF,Dijon,fr Ligue 1,20,1997,2.1,1,0,1,0,0,0,1,0.0,1,37,6,16.2,13,23,1,5,1,0,4,2,3,1,0,Matches
1584,Arthur Masuaku,cd COD,DF,West Ham,eng Premier League,23,1993,20.8,59,41,30,21,8,21,60,35.0,39,391,123,31.5,186,144,61,33,1,0,32,37,96,33,0,Matches
1585,Juan Mata,es ESP,FWMF,Manchester Utd,eng Premier League,29,1988,21.4,22,14,7,10,5,4,29,13.8,25,274,71,25.9,60,123,91,17,0,0,17,16,38,10,0,Matches
1586,Christian Mathenia,de GER,GK,Hamburger SV,de Bundesliga,25,1992,24.0,0,0,0,0,0,0,3,0.0,3,6,0,0.0,6,0,0,0,0,0,0,0,0,0,0,Matches
1587,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,28,1988,34.6,76,49,31,40,5,34,94,36.2,60,606,190,31.4,215,340,51,67,15,0,52,73,149,85,1,Matches
1588,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,25,1991,22.2,41,26,29,12,0,10,20,50.0,10,206,82,39.8,106,87,13,38,15,1,23,37,78,151,2,Matches
1589,Ryder Matos,br BRA,FWMF,Hellas Verona,it Serie A,24,1993,10.9,18,12,13,4,1,4,13,30.8,9,147,44,29.9,35,68,44,6,2,0,4,3,21,8,1,Matches
1590,Ryder Matos,br BRA,MF,Udinese,it Serie A,24,1993,1.9,2,0,1,0,1,1,3,33.3,2,40,10,25.0,9,21,10,4,0,0,4,1,3,2,0,Matches
1591,Alessandro Matri,it ITA,FW,Sassuolo,it Serie A,32,1984,10.2,4,1,1,0,3,0,3,0.0,3,95,18,18.9,7,39,49,5,1,0,4,2,6,5,0,Matches
1592,Ville Matti Steinmann,de GER,MF,Hamburger SV,de Bundesliga,22,1995,6.6,15,12,5,8,2,4,21,19.0,17,124,46,37.1,44,69,11,8,1,0,7,14,29,16,0,Matches
1593,Federico Mattiello,it ITA,DF,SPAL,it Serie A,22,1995,24.5,77,45,39,31,7,25,53,47.2,28,386,102,26.4,174,153,59,60,15,0,45,49,126,48,0,Matches
1594,Blaise Matuidi,fr FRA,MF,Juventus,it Serie A,30,1987,26.2,55,36,19,24,12,10,39,25.6,29,692,187,27.0,186,350,156,37,5,0,32,23,78,15,0,Matches
1595,Blaise Matuidi,fr FRA,MF,Paris S-G,fr Ligue 1,30,1987,0.3,1,1,0,1,0,0,0,,0,6,1,16.7,3,2,1,2,1,0,1,0,1,0,0,Matches
1596,José Mauri,it ITA,MF,Milan,it Serie A,21,1996,0.1,0,0,0,0,0,0,0,,0,5,2,40.0,2,1,2,0,0,0,0,0,0,0,0,Matches
1597,Maurício,br BRA,DF,Lazio,it Serie A,28,1988,0.1,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1598,Mërgim Mavraj,al ALB,DF,Hamburger SV,de Bundesliga,31,1986,16.1,35,19,27,8,0,10,31,32.3,21,168,47,28.0,103,59,6,35,13,0,22,13,48,113,2,Matches
1599,Konstantinos Mavropanos,gr GRE,DFFW,Arsenal,eng Premier League,19,1997,2.2,4,2,2,2,0,1,3,33.3,2,9,4,44.4,6,3,0,4,3,0,1,5,9,8,1,Matches
1600,Alfie Mawson,eng ENG,DF,Swansea City,eng Premier League,23,1994,38.0,40,22,33,7,0,15,36,41.7,21,216,72,33.3,148,65,3,63,36,1,27,58,98,267,2,Matches
1601,Philipp Max,de GER,DF,Augsburg,de Bundesliga,23,1993,32.9,58,31,30,18,10,24,62,38.7,38,411,116,28.2,194,167,50,30,8,0,22,19,77,76,0,Matches
1602,Eric Maxim Choupo-Moting,cm CMR,FWMF,Stoke City,eng Premier League,28,1989,25.7,57,29,24,21,12,13,35,37.1,22,414,123,29.7,113,189,112,36,3,0,33,29,86,25,0,Matches
1603,Alexandru Maxim,ro ROU,MFFW,Mainz 05,de Bundesliga,27,1990,10.6,15,10,5,9,1,6,23,26.1,17,194,59,30.4,49,95,50,19,2,1,17,3,18,6,0,Matches
1604,Florian Mayer,de GER,DF,M'Gladbach,de Bundesliga,19,1998,0.2,1,1,1,0,0,0,1,0.0,1,3,3,100.0,3,0,0,0,0,0,0,0,1,0,0,Matches
1605,Borja Mayoral,es ESP,FWMF,Real Madrid,es La Liga,20,1997,3.8,4,4,0,1,3,0,5,0.0,5,79,19,24.1,4,29,46,3,0,0,3,1,5,1,0,Matches
1606,Róbert Mazáň,sk SVK,DF,Celta Vigo,es La Liga,23,1994,0.9,0,0,0,0,0,0,1,0.0,1,16,3,18.8,4,7,5,0,0,0,0,1,1,0,0,Matches
1607,Luca Mazzitelli,it ITA,MF,Sassuolo,it Serie A,21,1995,11.3,34,17,14,13,7,9,33,27.3,24,298,66,22.1,88,148,62,33,2,0,31,14,48,17,1,Matches
1608,Kylian Mbappé,fr FRA,FWMF,Monaco,fr Ligue 1,18,1998,0.8,1,1,0,0,1,0,0,,0,4,1,25.0,0,3,1,0,0,0,0,1,2,0,0,Matches
1609,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,18,1998,23.3,8,4,2,3,3,3,10,30.0,7,190,67,35.3,28,59,103,6,2,0,4,1,9,0,0,Matches
1610,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,22,1994,19.6,62,32,35,22,5,25,40,62.5,15,294,98,33.3,160,96,38,38,6,0,32,20,82,72,0,Matches
1611,Chancel Mbemba,cd COD,DF,Newcastle Utd,eng Premier League,22,1994,7.5,19,12,15,3,1,10,16,62.5,6,85,25,29.4,60,20,5,11,3,0,8,18,37,45,0,Matches
1612,Adama Mbengue,sn SEN,DF,Caen,fr Ligue 1,23,1993,17.7,58,31,39,13,6,26,61,42.6,35,302,105,34.8,164,106,32,38,2,0,36,26,84,36,2,Matches
1613,Isaac Mbenza,be BEL,FWMF,Montpellier,fr Ligue 1,21,1996,23.3,20,15,3,12,5,7,17,41.2,10,324,63,19.4,49,178,97,8,1,0,7,8,28,5,0,Matches
1614,Bryan Mbeumo,fr FRA,FWMF,Troyes,fr Ligue 1,17,1999,0.7,0,0,0,0,0,0,0,,0,26,8,30.8,11,10,5,1,0,0,1,2,2,2,0,Matches
1615,Jordi Mboula,es ESP,MFFW,Monaco,fr Ligue 1,18,1999,0.3,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0,1,2,0,0,2,1,1,1,0,Matches
